summary,chat_transcipt_body
Norma wants to know if a tenant is financially responsible. ,"Chat Started: Thursday, July 14, 2022,  (+0000) Chat Origin: West 1-4 Agent Elizabeth A ( 2m 5s ) Elizabeth A: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 2m 15s ) Elizabeth A: Hi Norma! How can I help you today? ( 13m 30s ) Norma: Hi Elizabeth, how can I tell if a tenant if financially responsible? ( 14m 12s ) Elizabeth A: I would love to help you with this! It will be listed on their tenant or applicant page. Do you have a tenant you need help with? ( 18m 37s ) Elizabeth A: For a tenant, it will list under ""Tenant Status"" if they are financially responsible. The first line on this block will read ""Type: _________."" ( 19m 20s ) Elizabeth A: For a rental application, it will be under the first block underneath their name, phone, and email. ( 27m 35s ) Elizabeth A: Hi Norma! It seems as though you may have stepped away. I will end our chat now. I will follow up via email to see if you have any additional questions. Have a wonderful day!"
Dylan is having trouble with lease renewals not showing up in tenants portals. Briana Quintanilla got the renewal notice letter in her email but the actual lease renewal did not show up in her portal. ,"Chat Started: Tuesday, July 19, 2022,  (-0700) Chat Origin: Tier 1 Agent Morgan J ( 21m 5s ) Morgan J: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 21m 20s ) Morgan J: good afternoon Dylan! ( 21m 24s ) Morgan J: Happy Tuesday :) ( 22m 48s ) Dylan: Hi happy Tuesday! I am having trouble with lease renewals not showing up in tenants portals ( 23m 33s ) Morgan J: can you give me an example of a tenant that it is not showing up for? ( 24m 31s ) Dylan: Briana Quintanilla ( 25m 42s ) Morgan J: great thank you! ( 25m 46s ) Morgan J: One moment while I pull it up ( 30m 17s ) Morgan J: so it looks like the email bounced on our end, so I would try again now. I removed his email so it should go through ( 30m 37s ) Morgan J: I would also make sure they have donotreply@appfolio.com into their email contacts to prevent this from happening ( 31m 10s ) Dylan: she got the renewal notice letter in her email but the actual lease renewal didnt show up in her portal ( 31m 34s ) Morgan J: Got it. So the lease shows up in her portal but now the lease renewal letter? ( 32m 26s ) Dylan: The lease renewal offer does not show up in her portal ( 34m 30s ) Morgan J: ok one moment :) ( 36m 56s ) Morgan J: has the renewal been signed and countersigned? ( 39m 37s ) Dylan: she cannot sign the renewal because it is not showing up in her portal ( 39m 45s ) Morgan J: it was sent to her email! ( 39m 54s ) Morgan J: You can see it under the ""email"" block on her tenant page ( 41m 27s ) Dylan: yes but the instructions on the lease renewal notice letter that was sent to her email say to log in to her portal to choose a lease renewal option ( 43m 18s ) Morgan J: ok one moment while I take a look :) ( 48m 0s ) Morgan J: did you use the ""send renewal offer"" task? ( 48m 54s ) Dylan: yes ( 49m 11s ) Dylan: it says ""send renewal to tenants"" ( 54m 0s ) Morgan J: ok great. I will need to create a case and get back to you after looking into this further ( 55m 44s ) Dylan: nevermind we did not do that actually, we have figured out what we need to do now. thank you ( 56m 1s ) Morgan J: ok great!! ( 56m 13s ) Morgan J: Feel free to chat back in if you need any further assistance :) ( 56m 55s ) Morgan J: I hope you have a great rest of your day"
Norma was transferred twice to the marketing department but no tech was available. She wants to delete a lease date from a few of the tenant profiles but none of the tenants at Sonoma Apartments have moved in yet,"Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: West 1-4 Agent Justin M ( 6s ) Justin M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 14s ) Justin M: Hello Norma! ( 1m 43s ) Norma: Hi Justin, I was transferred twice to a rep in the marketing department, but both times it says no tech is available. Can I just have them call me ASAP, when one is available? ( 2m 2s ) Justin M: Hmm that is odd, let me see if i can get in touch with one of them, one moment Agent Justin M successfully transferred the chat to button Tier 1 Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: Tier 1 Agent Derryn D ( 2m 45s ) Derryn D: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 3m 30s ) Derryn D: hello, we apologize for the wait ( 3m 35s ) Derryn D: How may we assist you ( 3m 50s ) Norma: Hi Derryn, I'm unable to remove a lease date from a few of the tenant profiles. ( 4m 8s ) Norma: ( 4m 12s ) Derryn D: may I please have a link to the tenant page of the tenant we are discussing ( 4m 35s ) Derryn D: also, what exactly are you trying to change? ( 5m 29s ) Norma: In the lease section I want to delete the date and leave it blank. None of the tenants at Sonoma Apartments have moved in yet. ( 5m 53s ) Derryn D: one moment ( 6m 25s ) Norma: It won't save the change. ( 6m 32s ) Derryn D: oh, I see ( 7m 4s ) Derryn D: looking now ( 8m 46s ) Derryn D: Note: You do not need to update fields in the Lease Information section. Lease To and Last Lease Renewal dates automatically update once the new lease is executed. ( 9m 28s ) Derryn D: more here: This information will update automatically update once the new lease is executed. ( 10m 19s ) Norma: Ok, so for now I should leave it how it is? ( 11m 5s ) Derryn D: yes, continuing to read this article. the update take place automatically ( 11m 25s ) Derryn D: I would suggest reading through for the best understanding of this but that is what I am getting ( 12m 42s ) Derryn D: This is the best information I was able to find on this =) ( 12m 46s ) Norma: Ok, great. Thank you. Do I get the option of receiving transcripts emailed to me of my chat calls? ( 13m 40s ) Derryn D: great question, unfortunately we do not provide chat transcripts. ( 13m 52s ) Derryn D: you are very welcome, and sorry again about the wait ( 14m 26s ) Norma: Ok, thank you. Have a great day. ( 14m 42s ) Derryn D: You are welcome and thank you so much! you just made my day! ( 14m 54s ) Derryn D: It has been a pleasure =) ( 15m 10s ) Derryn D: Thank you for using chat today and we look forward to helping more in the future ( 15m 25s ) Norma: Thanks, bye!"
Michelle uploads lease on the pdf forms. She wants it to be auto filled with the prospective tenant's information. ,"Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: East 1-4 Agent Jennifer O ( 1m 41s ) Jennifer O: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 47s ) Jennifer O: Hello, my name is Jennifer. Thank you for reaching out today! How can I help you? ( 2m 34s ) Michelle: Hello: i have uploads lease on the pdf forms however, is there anyway it can be auto filled with the prospective tnenats info? ( 3m 3s ) Jennifer O: One moment while I see if a member of our marketing team is available Agent Jennifer O successfully transferred the chat to button Tier 1 Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: Tier 1 Agent Derryn D ( 3m 23s ) Derryn D: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 3m 38s ) Michelle: Hello: i have uploads lease on the pdf forms however, is there anyway it can be auto filled with the prospective tnenats info? ( 3m 48s ) Derryn D: hello, I am reading now =) ( 5m 32s ) Derryn D: I would suggest our send resident form feature, that way you are using a resident form template that uses insert fields to pull the information PDF Form Templates are reusable leasing and residential forms that can be created from any PDF with fillable fields, enabling recipients to quickly sign and return documents electronically. PDF Form Templates can be used in the Move In flow, when sending Lease Renewals, and in the Resident Form flow which allows users to send ad-hoc documents after a move in is complete, such as the addition of a new roommate, pet addendums, parking addendums, or non-lease documents like Notice to Vacate or Notice of Entry. more here: ( 7m 0s ) Michelle: oh i see, thank you. ( 7m 17s ) Derryn D: you are very welcome, it has been a pleasure working with you today! ( 7m 59s ) Derryn D: Thank you for using chat and have a great day =)"
Christi wants to generate a lease on a tenant that has already been added. ,"Chat Started: Tuesday, June 28, 2022,  (-0500) Chat Origin: East 1-4 Agent Taylor G ( 36s ) Taylor G: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 42s ) Taylor G: Hi there! How can I help you? ( 1m 47s ) Christi: how do I generate a lease on a tenant that has already been added? ( 2m 22s ) Taylor G: You can use the Send Lease or Addendum task on the tenants' page. ( 9m 0s ) Christi: awesome, thank you! ( 9m 35s ) Taylor G: You're welcome! I hope you have a great day :) ( 10m 5s ) Christi: thank you. you too! ( 10m 11s ) Taylor G: Thanks :)"
"Norma wants to change the move in dates and the lease dates from the tenant profile on AppFolio, but none of the tenants in her property Sonoma Apartments have moved in yet. ","Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: West 1-4 Agent Gaby T ( 3m 48s ) Gaby T: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 3m 57s ) Gaby T: Hi Norma! ( 6m 0s ) Norma: Hi Gaby, None of the tenants in our property Sonoma Apartments have moved in yet. When we set AppFolio up I was given a 1/1/1970 date to enter for them because some are preleased, and we have holding deposits. My question is, when we actually move them in this week or next week, will I be able to change the move in dates and the lease dates from the tenant profile? ( 9m 11s ) Gaby T: Thank you for the details! Looking into this! ( 10m 35s ) Gaby T: Let me go ahead and connect you to our team that specialize in these types of requests. They will be able to see the conversation to address your issue. Agent Gaby T successfully transferred the chat to button Tier 1 Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: Tier 1 Agent Derryn D ( 10m 57s ) Derryn D: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 11m 17s ) Derryn D: hello, I am reading now ( 15m 49s ) Derryn D: You will be able to complete that during the move in process, I believe you may have had cases covering this today =) ( 16m 21s ) Norma: I did, but to be honest I'm still confused. ( 16m 52s ) Derryn D: talking to multiple reps would be confusing ( 17m 8s ) Derryn D: I apologize for any confusion ( 18m 58s ) Derryn D: your question: when will I be able to change the move in dates and the lease dates from the tenant profile? During the move in ( 20m 18s ) Derryn D: earlier I believe you were asking about changing information in the leasing section. I believe we closed that case but same answer =) ( 21m 47s ) Norma: Ok, so right now none of them are officially moved in and when they do would I just go to their tenant profile and update the lease dates and move in date? ( 22m 7s ) Derryn D: yes ( 22m 52s ) Derryn D: that will happen during the move in flow: ( 23m 11s ) Derryn D: Start a new move in workflow from a unit page, or click the Convert to Tenant task on an approved rental application to begin a new move in (recommended). Users with permission to move in tenants and post move in accounting can complete the full move in workflow. Users that do not have permission to post move in accounting cannot move past the lease details step, as deposit charges are posted once this step is complete. ( 23m 23s ) Derryn D: that article will explain in full detail =) ( 24m 39s ) Derryn D: some notes from article: If you started a move in from a rental application, this is where you land after clicking the Convert to Tenant task. The first three steps are completed with information from the rental application(s). Enter the Move In Date, Lease Start and Lease End dates, or select MonthtoMonth. If you set up a lease fee on this property, you will see a message regarding the lease fee bill. ( 24m 59s ) Norma: Ok, geat. Thank you Derryn, I'll review that article. All of the tenants in the property now did not apply through an approved rental application on AppFolio because we're just getting that setup now. ( 25m 52s ) Derryn D: You are very welcome! I understand, and it's a lot of information to digest when starting. It has been a pleasure helping out and feel free to reach out anytime =) ( 26m 18s ) Derryn D: Thank you foe using chat and nice to talk to you again! I hope you have an excellent day! Great job today =) ( 26m 38s ) Norma: Oh, I will! I need a lot of help! )"
Norma wants to upload a California Association of Realtors (CAR) form lease form to the lease section. ,"Chat Started: Wednesday, June 29, 2022,  (-0700) Chat Origin: West 1-4 Agent Kali G ( 7m 54s ) Kali G: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 8m 5s ) Kali G: Hello Norma! ( 9m 36s ) Norma: Do you have the CAR form available for me to upload onto our lease section? ( 9m 49s ) Norma: Hello! ( 9m 59s ) Kali G: Give me one moment to transfer you to a Marketing Agent who can assist you further. :) Agent Kali G successfully transferred the chat to button Tier 1 Chat Started: Wednesday, June 29, 2022,  (-0700) Chat Origin: Tier 1 Agent Liz C ( 10m 19s ) Liz C: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 10m 42s ) Norma: Hi, do you have the CAR form available for me to upload onto our lease section? ( 12m 35s ) Liz C: Hello Norma, thank you so much for reaching out, I do not show that we have a form labeled as such in our database, if I may ask, were you looking to request specific information from a tenant or prospect? ( 14m 27s ) Norma: Oh, no. The form is a California Association of Realtors (CAR) form lease form. ( 16m 9s ) Liz C: Understood, thank you so much for the clarification, I do not see that we have those forms in the database, we will only supply a very general lease template but do not store state-specific forms at this time ( 18m 55s ) Norma: Ok! If I download it, does the system allow me to upload it and them fill it out once it's uploaded and then have the tenant sign electronically? ( 20m 50s ) Liz C: Correct, you can upload the form as a PDF form template, this will allow you to customize the form and require a signature, the following article contains a step by step process on how to do so: ( 21m 21s ) Norma: Ok, great. Thank you so much! ( 21m 43s ) Liz C: You are so welcome! Hope you have a wonderful Wednesday! :) ( 21m 57s ) Norma: you too!"
Norma wants to know if Appfolio has the standard CAR form available for them to upload as a lease template. ,"Chat Started: Wednesday, June 29, 2022,  (+0000) Chat Origin: West 1-4 Agent Cassandra A ( 10m 11s ) Cassandra A: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 10m 19s ) Cassandra A: Hello thanks for chatting, How can I help you today? :) ( 10m 28s ) Norma: Hi Cassandra, ( 11m 16s ) Norma: I was wondering if Appfolio has the standard CAR form available for us to upload as a lease template? ( 14m 13s ) Cassandra A: Hi Norma, I am going to transfer you over to our Marketing/Leasing team to expedite this inquiry for you Agent Cassandra A successfully transferred the chat to button Tier 1"
Norma wants to view the application without applying. ,"Chat Started: Thursday, July 07, 2022,  (-0700) Chat Origin: West 1-4 Agent Percy V ( 12m 40s ) Percy V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 14m 43s ) Norma: Hi Percy, when prospective tenants fill out the application through the AppFolio link on our website, it is requiring that a middle name be entered. Some people don't have a middle name. How can we override this? ( 15m 25s ) Percy V: HI Norma, please give me a moment while I take a look at this for you :) ( 17m 33s ) Percy V: Norma, there should be a checkbox 'I certify I have no middle name' is the applicant not seeing this option ? ( 18m 54s ) Norma: I'm not sure. Maybe they didn't see it? Is it easy to see or identify? Can I view the application without applying? Chat Started: Thursday, July 07, 2022,  (-0700) Chat Origin: West 1-4 Agent Spencer F ( 20m 25s ) Spencer F: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 21m 33s ) Norma: I was on chat with Percy. Can you view the last chat, so you know what we were discussing? ( 25m 22s ) Spencer F: Hi Norma, I am looking at your conversation with Percy right now. He mentioned that there should be a checkbox 'I certify I have no middle name' they should have the option to select this You should be able to see what is on the rental application here: and edit as you wish ( 27m 28s ) Norma: Ok, great. Thank you! ( 27m 41s ) Spencer F: You're welcome!! Have a great day"
Norma has a problem with adding a co-applicant to the application.,"Chat Started: Thursday, July 07, 2022,  (-0700) Chat Origin: West 1-4 Agent Percy V ( 46s ) Percy V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 2s ) Percy V: Hello, thanks for reaching out! ( 3m 26s ) Norma: Hi Percy, it's Norma again... If an applicant forgets to add a co-applicant, can they themselves somehow go back into the application so they can add them in the section, they missed? If not, is the applicant just supposed to submit a separate application? ( 8m 40s ) Percy V: Norma, could you please send me a link for this application so I can look at this for you ? ( 11m 23s ) Norma: Ok, but in the interim, I had the co applicant just apply separately because I dint' know how they could add themselves as an applicant to the application. ( 11m 55s ) Norma: ( 12m 11s ) Percy V: You can send them an application and then group them in the rental application page ( 12m 32s ) Norma: His co-applicant is Megan B. Bauer. ( 13m 23s ) Norma: is that wha I did here? ( 14m 10s ) Norma: I think that's what I did. Can you check this link to see if I did it correctly? ( 14m 15s ) Norma: ( 15m 9s ) Percy V: Of course! Please give me a moment :) ( 19m 43s ) Percy V: You can group these two applicants ( 20m 0s ) Percy V: You can use the Group Application task ( 21m 20s ) Norma: Ok, great. I'll try this. Thank you! ( 22m 13s ) Percy V: Of course! Have. a great Norma :)"
 Sandy asked Amberley P how to do a month-to-month lease in appfolio,"Chat Started: Thursday, June 23, 2022,  (-0700) Chat Origin: East 1-4 Agent Amberley P ( 43s ) Amberley P: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 51s ) Amberley P: Hello, my name is Amberley. How can I help you? ( 1m 6s ) Sandy: how to do a month to month lease in appfolio ( 1m 26s ) Amberley P: Happy to help! Is this for a renewal or for a new tenant? ( 1m 41s ) Sandy: renewal but with increase ( 4m 14s ) Amberley P: Gotcha! You can open the tenant page and in the Task Menu, click Prepare Renewal Offer. On this renewal flow, you can make any changes to lease terms, like the increase in rent and select a lease to be sent for the Month-to-Month option. Once you have selected your lease template, and filled out the details needed for this renewal, at the bottom of the page you can review the renewal offer. If everything looks up to par you can send it! Here is our Help Article with more details on this matter: ( 7m 40s ) Amberley P: Did this help you? you have any further questions on this matter? ( 9m 1s ) Amberley P: Are you still there? ( 10m 50s ) Amberley P: It appears you may have stepped away from the screen. Ill go ahead and close out this chat but if you need anything further, please chat back in and we will be happy to help in anyway we can! Have a wonderful day!"
Ruby wants to remove her tenants from showing up on her renewals list after they have signed a lease and updated their profile. She will have to send the renewal offer and then cancel it to remove them from the list.,"Chat Started: Friday, June 24, 2022,  (-0500) Chat Origin: East 1-4 Agent Brittany F ( 11s ) Brittany F: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 18s ) Ruby: How can I remove my tenants from showing up on my ""renewals list ""after they have signed a lease and i have updated them on their profile? ( 1m 29s ) Ruby: ( 1m 47s ) Ruby: the example would be unit 25 ( 2m 34s ) Ruby: she already signed her lease separately but i don't want her showing up on my renewals list since she doesn't need to renew ( 2m 37s ) Brittany F: Okay, one moment so I can take a look. ( 6m 43s ) Brittany F: Okay, so since you started the flow, you will have to send the renewal offer and then cancel it for that name to fall off the renewals page. You can tell them to disregard it. ( 7m 11s ) Ruby: okay one sec let me try ( 7m 15s ) Brittany F: Sure!! ( 7m 45s ) Ruby: how do i cancel it? since it doesn't give me the option too ( 8m 26s ) Brittany F: You have to click send renewal offer, then go through the steps, once you send it, it will allow you to cancel. ( 9m 17s ) Ruby: ( 10m 10s ) Ruby: I think I did it ( 10m 24s ) Brittany F: Okay, one moment. ( 11m 11s ) Brittany F: Perfect! ( 11m 15s ) Ruby: thank you! ( 11m 23s ) Brittany F: Yes of course! Have a wonderful weekend!"
Ingrid can't execute a lease that the resident has already signed.,"Chat Started: Tuesday, July 05, 2022,  (-0700) Chat Origin: East 1-4 Agent Renee M ( 34s ) Renee M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 59s ) Ingrid: Appfolio will not allow me to execute a lease that the resident has already esigned ( 1m 9s ) Ingrid: ( 1m 10s ) Renee M: Good Afternoon Ingrid! ( 1m 47s ) Ingrid: Good afternoon. ( 2m 24s ) Renee M: I'd be happy to check on the lease. ( 2m 30s ) Renee M: One moment please. ( 5m 21s ) Renee M: Still here looking over the lease. ( 5m 25s ) Ingrid: okay ( 9m 39s ) Renee M: Thanks so much for your patience! ( 10m 37s ) Ingrid: I may see the problem ( 10m 40s ) Renee M: In this instance we have entered the tenant twice so the lease is requesting 2 signatures. To undo this you will need to cancel the lease, hide one of the tenants ( 10m 51s ) Renee M: then resend to just the one tenant ( 11m 8s ) Ingrid: Okay. Thank you. I can't believe I didn't figure that out. ( 11m 17s ) Ingrid: So sorry. I appreciate your assistance. ( 11m 27s ) Renee M: My pleasure have a good day! ( 11m 40s ) Ingrid: You as well."
Chad has a tenant vivetha ramesh whose rent and security deposit are going up. Nicole H explains how to manually change the security deposit.,"Chat Started: Monday, November 28, 2022,  (+0000) Chat Origin: East Tier 1 Agent Nicole H ( 1s ) Nicole H: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 40s ) Chad: hello. I have a tenant vivetha ramesh whose rent and security deposit are going up. However when I send the lease renewal it the security deposit and late fee's don't populate correctly ( 42s ) Nicole H: Hi Chad, happy to take a look. ( 2m 26s ) Nicole H: How are you sending the lease renewal? ( 3m 49s ) Chad: click ""send lease or addendum"" through the taks on the side of the tenants page ( 4m 22s ) Nicole H: Send Lease or Addendum OR Prepare Renewal Offer? ( 4m 31s ) Nicole H: Ok, thank you. ( 4m 35s ) Chad: the first ( 5m 23s ) Nicole H: You must first update the Monthly Charges section on the tenant page to reflect the new rent rate. ( 5m 49s ) Nicole H: You will need to manually create a charge for the security deposit. ( 7m 21s ) Nicole H: You can also enter in the amount to increase rent by from section 3 Rent when sending a new lease. ( 8m 6s ) Chad: thank you ( 8m 15s ) Chad: where do i manually change the seucrity deposit? ( 8m 18s ) Chad: is it on the tenants page? ( 9m 13s ) Nicole H: Enter charge, its the first option in the task bar. Use your security deposit GL account. ( 10m 11s ) Chad: gotcha, thank you. Will that make it show up in their lease? ( 11m 50s ) Nicole H: that is a good question. Enter the charge first and then have them pay it. Make sure the payment is applied to that charge. Then it should be reflected on the lease. ( 12m 32s ) Chad: weird question then. They already paid $650 for their previous security deposit. so they only owe $400 for the additional security ( 14m 16s ) Nicole H: So your charge will be for $400. Once they pay it, the new amount will be reflected in the top left corner of their tenant ledger. And the new amount will also be reflected on the lease. ( 15m 43s ) Chad: ok thanks ( 17m 5s ) Nicole H: Of course! Have a great week!"
"Haley has two properties that have been rented out, but they are still showing up on the rental applications page.","Chat Started: Tuesday, November 29, 2022,  (-0500) Chat Origin: East Tier 1 Agent Jeannine K ( 2s ) Jeannine K: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 24s ) Jeannine K: Hi Haley! ( 27s ) Haley: Hi Jeannine, can we talk via phone vs here? ( 1m 0s ) Jeannine K: I'm not able to make phone calls while on chat unfortunately. ( 1m 28s ) Jeannine K: I can try to help you here ( 1m 30s ) Haley: Someone else had done that before. ( 1m 39s ) Haley: we can try, it just takes much longer ( 2m 22s ) Jeannine K: If you let me know the nature of the issue I can look into it for you. Depending on what's going on we can schedule a call for later in the day ( 2m 30s ) Haley: ok ( 3m 51s ) Haley: When looking at rental applications two properties show up that we've now rented out. How do we remove them? Why are they still showing up? I thought maybe because of pending applications, but my boss said she denied one and its still showing up. ( 4m 55s ) Jeannine K: Can you send me the link to an application in question? ( 5m 28s ) Haley: ( 6m 57s ) Jeannine K: Great! I'm on your application page what applicant name am I looking for? ( 8m 1s ) Haley: It's not an applicant. ( 8m 6s ) Haley: It's a property. ( 8m 15s ) Haley: 128 PPD ( 8m 21s ) Haley: 222 DC ( 8m 45s ) Haley: Those are rented now, but still showing on rental applications page. ( 8m 58s ) Jeannine K: I see that thank you for the information! ( 10m 12s ) Jeannine K: For 128 PPD you'll need to make a decision for the applicant listed. Go to this page and Edit the Applicant Summary. You want to change Decision Pending to Canceled or Denied (whatever the case may be). Once that application has a decision, the applicant and the property will fall of the application page ( 11m 4s ) Haley: Is that going to be the same for both properties? ( 12m 17s ) Jeannine K: Looks to be. Any applications that are in ""decision pending"" mode will stay on that page until you approve, cancel or deny. ( 13m 26s ) Haley: Ok, thanks. I'll try again, but the boss said she denied one that's still on there. I dont know which one that is though. I'll share this info and reach back out if still having issues. Thanks ( 14m 54s ) Jeannine K: Sounds good! ( 14m 58s ) Jeannine K: Enjoy the rest of your day! ( 15m 6s ) Haley: You too."
Chat Bower wants to set up an alert 90 days prior to expiring leases.,"Chat Started: Tuesday, November 29, 2022,  (-0600) Chat Origin: East Tier 1 Agent Carmella B ( 3s ) Carmella B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 10s ) Bower: hi there ( 25s ) Bower: is it possible to be set up an alert 90 days prior to expiring leases ( 2m 46s ) Carmella B: Hi Bower! There is not currently a way to set notifications for lease expirations ( 3m 3s ) Carmella B: You can run a report for upcoming lease expirations. ( 3m 12s ) Carmella B: Please visit this Help Article for information on this."
"Savanna needs help sending a lease renewal offer to her tenant, Chelsey Shepard, because her roommate, Chaz, doesn't want to renew but she does.","Chat Started: Tuesday, November 29, 2022,  (-0800) Chat Origin: West Tier 1 Agent Morgan J ( 3s ) Morgan J: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 16s ) Morgan J: Good afternoon Savanna ( 20s ) Morgan J: Happy Tuesday :) ( 35s ) Savanna: Hi I need help sending a renewal offer to a tenant. Her roommate doesn't want to renew but she does. ( 41s ) Morgan J: What is the name of the tenant? ( 47s ) Savanna: Happy Tuesday :) ( 54s ) Savanna: Chelsey Shepard ( 1m 12s ) Savanna: 10760 W 8th Pl #5 ( 1m 25s ) Savanna: Whenever I go to prepare it, it has Chaz name on it still ( 1m 26s ) Morgan J: Thank you. Let me take a look :) ( 6m 5s ) Morgan J: Ah it looks like it is due to Chaz still being in the move-out flow. You will have to completely move Chaz out in order to just send the lease renewal to Chelsey. The system still sees Chaz as a tenant in the unit since they are not moved out yet so they will send it to both tenants. What you could do is cancel the move out for Chaz and use the ""hide tenant"" task for Chaz, send the lease renewal to Chelsey so it will just have her name on it, then you can unhide Chaz and continue to move out ( 6m 48s ) Savanna: Perfect! Thank you for your help with this. ( 6m 56s ) Morgan J: Of course! Happy to help :) ( 7m 31s ) Morgan J: I hope you have a great rest of your day ( 7m 38s ) Savanna: You as well :) ( 7m 41s ) Morgan J: Thank you!"
"Savanna is trying to send a renewal offer to a tenant, but the tenant that wants to renew is Chelsey at 10760 w 8th #5.","Chat Started: Tuesday, November 29, 2022,  (-0800) Chat Origin: West Tier 1 Agent Scott L ( 2s ) Scott L: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 7s ) Savanna: Hello, ( 28s ) Scott L: Hi Savanna! ( 53s ) Savanna: I am trying to send a renewal offer to a tenant. Her roommate doesn't want to renew but she does. Every time I go to send the offer it has both of their names on it ( 1m 18s ) Savanna: the support tech before told me to hide the tenant that isn't renewing and then send the renewal offer but it still shows both of them. ( 2m 47s ) Savanna: The tenant that wants to renew is Chelsey at 10760 w 8th #5 ( 2m 58s ) Scott L: One moment while I look into this. ( 4m 13s ) Savanna: Thank you :) ( 9m 26s ) Scott L: Ok yes I see the same issue on my end as well. Hiding the tenant should have worked and is my original guess as well. I can create a case for you and send this over to our lease and marketing team. They will be better suited to assist you with this question. ( 9m 51s ) Savanna: That would be great. Thank you! ( 11m 34s ) Scott L: You're welcome, they will be reaching out to you via email shortly! ( 11m 57s ) Savanna: Sounds good. Have a great day :)"
Payam needs to create a lease for the tenant and a pet agreement for the move-in process. He needs to send the co-signer agreement to the tenant to sign electronically. There is no way to combine all 3 forms into one file.,"Chat Started: Tuesday, November 29, 2022,  (-0800) Chat Origin: West Tier 1 Agent Connor H ( 7m 44s ) Connor H: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 7m 56s ) Connor H: Hello, thanks for chatting in today. How may I assist you? :) ( 9m 27s ) Payam: Hi Connor. This is the first time I have received an application with a co-signer. I have started the move in process. I am going to create the lease for the tenant. I need to know how I can send the customized co-signer agreement I created to the co-signer to sign electronically. I also have a pet agreement that I need the tenant to sign as well. How do I have forms signed separately from the lease in the move in process? ( 10m 16s ) Connor H: That will all be signed under the lease ( 11m 1s ) Payam: So I need to create a customized lease that includes the lease agreement, pet agreement and co-signer agreement all in one attachment? ( 11m 24s ) Payam: Then upload that as a pdf form template? ( 12m 1s ) Connor H: Correct ( 13m 10s ) Payam: I have all 3 forms uploaded now. Is there a way I can combine all 3 forms into 1 file? Or do I need to upload a new file that has all 3 agreements in 1 and customize the fields all over again? ( 15m 37s ) Connor H: Unfortunately we do not have a way to combine these 3 ( 16m 11s ) Payam: Ok. I'll start all over from scratch and create a new template that includes all 3 agreements. Thank you for your help."
"Blake needs to void a countersigned MTM lease in AppFolio and create a new one. He needs to remove the ""Lease From"" and ""Last Lease Renewal"" dates from the tenant's page.","Chat Started: Thursday, April 14, 2022,  (+0000) Chat Origin: East 1-4 Agent Spencer S ( 5s ) Spencer S: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 18s ) Spencer S: Good morning Blake! ( 20s ) Blake: Hi there, how can I void a countersigned lease in AppFolio? ( 43s ) Spencer S: Let me take a look at that for you, what is the tenant's name? ( 53s ) Blake: Joseph maron ( 1m 7s ) Blake: he just signed a MTM lease and we need to void it and send him another one ( 2m 44s ) Spencer S: I took a look into this for you, and it looks like the lease is fully countersigned and executed at this point. So in order to override this you can create a new lease and once it has been countersigned it will be in place of the MTM lease you no longer need ( 3m 21s ) Spencer S: The only caveat would be to, from the tenant's page, remove the ""Lease From"" and ""Last Lease Renewal"" dates from the Lease Information section of their page ( 3m 34s ) Spencer S: That will prevent any complications when creating the new lease! ( 7m 9s ) Blake: so I would need to change the dates as you stated to be able to send another lease agreement? ( 7m 59s ) Spencer S: Exactly, I would recommend removing those dates on the Lease Information section of their page in order to prevent any errors when creating the lease about conflicting dates ( 8m 23s ) Blake: ok great! thanks for your help! Have a great day! ( 8m 34s ) Spencer S: You too! Take care!"
